-0.947	-0.947
-0.947	-0.316
0.316	0.316
-0.947	-0.947
0.947	-0.947
-0.947	0.316
0.947	0.947
-0.947	0.316
-0.947	0.316
-0.316	0.316
0.316	-0.316
0.947	0.947
0.316	-0.947
-0.316	-0.947
0.947	0.316
0.947	-0.947
-0.316	0.947
-0.947	-0.947
0.316	-0.947
0.947	-0.316
0.316	-0.316
-0.316	-0.316
0.947	0.316
0.947	-0.947
0.316	0.947
-0.316	-0.947
0.947	0.947
0.947	-0.947
0.316	0.947
0.316	-0.947
0.316	0.947
0.316	0.947
0.316	0.316
0.316	0.316
-0.316	0.316
0.947	0.316
0.947	-0.316
0.316	0.947
0.316	-0.947
-0.316	0.947
0.947	0.947
0.947	-0.316
0.316	0.947
-0.316	-0.947
-0.947	0.947
0.316	-0.947
0.947	-0.947
0.316	-0.316
0.316	-0.316
-0.316	0.316
0.947	0.947
0.947	-0.316
-0.316	0.947
-0.947	-0.947
-0.316	-0.947
0.316	-0.316
0.947	0.316
-0.316	-0.947
0.947	-0.947
-0.947	-0.316
0.947	0.316
-0.947	0.947
0.947	0.316
-0.947	0.316
-0.947	0.316
0.316	0.316
0.947	-0.316
0.316	-0.947
0.316	-0.316
-0.316	0.316
-0.947	0.947
0.316	-0.316
-0.947	-0.947
-0.947	-0.316
-0.316	0.316
-0.316	-0.947
0.316	0.947
-0.947	0.947
0.947	-0.316
0.947	0.947
-0.316	0.947
-0.947	-0.316
0.316	-0.947
-0.947	-0.316
-0.947	-0.316
-0.316	0.316
0.316	-0.947
0.947	0.947
-0.316	-0.947
0.947	-0.947
0.947	-0.316
0.316	0.316
-0.316	-0.947
0.947	0.947
-0.947	-0.947
0.947	0.947
0.947	0.947
0.316	0.316
0.316	-0.316
-0.316	0.947
0.947	0.947
-0.947	-0.316
0.947	0.947
-0.947	0.947
-0.947	0.316
0.316	0.316
-0.947	-0.316
0.947	-0.947
0.947	0.316
-0.316	0.947
-0.947	-0.316
-0.316	-0.947
-0.316	-0.316
-0.316	0.316
-0.316	0.947
0.316	0.316
-0.947	0.316
-0.947	-0.316
0.316	0.947
0.947	-0.947
-0.316	-0.947
0.947	-0.316
0.947	-0.316
-0.316	0.316
0.947	-0.947
0.947	-0.947
-0.316	0.316
0.947	-0.947
-0.947	-0.947
-0.947	0.316
0.316	0.947
-0.947	-0.316
-0.947	-0.947
-0.316	0.316
-0.316	-0.947
-0.316	0.947
-0.316	0.947
0.316	0.316
0.947	0.316
-0.316	-0.316
0.947	-0.947
0.947	-0.316
-0.316	0.316
-0.947	-0.947
0.316	-0.947
-0.947	-0.316
0.947	-0.316
-0.947	0.316
0.947	0.947
0.947	0.316
-0.316	0.316
-0.947	-0.316
0.316	-0.947
0.947	-0.316
-0.316	-0.316
-0.947	-0.316
0.316	-0.316
0.947	-0.316
0.316	-0.316
0.316	-0.316
0.316	0.316
0.316	0.947
0.316	0.316
-0.316	0.316
-0.947	0.316
0.316	-0.316
0.947	-0.947
0.316	-0.316
-0.316	-0.316
-0.947	0.316
0.316	-0.947
0.947	-0.947
-0.316	-0.316
0.947	-0.316
-0.947	-0.316
0.947	0.316
0.947	0.947
0.316	0.316
-0.316	-0.316
-0.947	0.947
0.316	-0.947
-0.947	-0.947
0.947	-0.316
0.947	0.316
-0.316	0.947
0.947	-0.316
-0.947	-0.947
-0.947	0.316
-0.316	0.947
-0.316	-0.316
-0.316	0.947
-0.316	0.947
-0.316	0.316
0.316	0.316
-0.947	0.316
0.947	-0.316
0.947	0.947
0.316	0.947
-0.316	-0.316
0.947	0.947
-0.947	-0.947
-0.947	0.947
0.316	0.947
0.947	-0.316
0.316	-0.947
-0.316	-0.316
-0.947	0.316
-0.316	-0.947
0.316	-0.947
-0.947	0.316
0.947	-0.947
-0.947	0.947
-0.947	0.947
0.316	0.316
0.947	-0.316
-0.316	-0.947
0.947	-0.316
-0.947	-0.316
-0.947	0.316
0.316	0.947
0.947	-0.316
-0.316	-0.947
-0.947	-0.316
-0.316	-0.316
-0.316	-0.316
0.316	0.316
0.947	0.947
0.316	-0.316
-0.316	-0.947
-0.947	0.316
-0.316	-0.947
-0.316	-0.947
-0.316	0.316
0.316	0.947
-0.947	0.316
-0.947	-0.316
-0.316	0.947
0.316	-0.947
-0.947	0.947
0.947	-0.947
0.947	0.947
0.316	0.947
0.316	-0.316
0.316	0.947
-0.316	0.947
-0.947	0.316
0.316	-0.316
-0.947	-0.947
0.947	-0.316
-0.947	0.316
-0.947	0.947
0.316	0.316
-0.947	-0.316
-0.947	-0.947
0.316	0.316
-0.947	-0.947
-0.947	-0.947
-0.316	0.316
0.316	-0.947
-0.947	0.947
-0.947	-0.947
0.316	0.947
0.947	-0.947
0.316	-0.947
0.316	-0.316
0.316	0.316
-0.316	0.947
0.947	0.316
-0.947	-0.316
-0.947	0.947
0.316	0.947
-0.947	-0.316
0.947	-0.947
-0.947	0.316
-0.947	0.947
-0.316	0.316
-0.316	-0.316
-0.316	0.947
0.316	0.947
-0.947	0.316
0.947	-0.316
-0.947	0.947
0.947	0.947
-0.947	0.316
0.947	0.316
-0.947	0.316
0.947	0.316
0.947	0.316
0.316	0.316
0.316	-0.316
0.316	0.947
0.316	0.947
-0.316	0.316
0.947	0.316
-0.947	-0.316
0.947	0.947
0.947	0.947
-0.316	0.316
0.947	-0.316
-0.947	-0.947
0.947	0.316
-0.947	0.947
-0.947	0.316
-0.316	0.316
-0.316	-0.316
0.316	0.947
0.947	0.947
-0.316	-0.316
0.947	-0.947
-0.947	-0.316
-0.947	0.316
-0.316	0.947
0.316	-0.316
-0.947	0.947
-0.947	-0.947
-0.316	0.947
0.316	-0.947
0.947	0.947
0.316	-0.947
0.316	-0.947
0.316	0.316
0.316	0.947
-0.316	0.316
-0.947	0.316
-0.316	-0.316
0.316	-0.947
0.947	0.316
-0.316	-0.947
-0.947	-0.947
-0.316	-0.316
0.316	-0.316
-0.947	0.316
0.947	-0.947
0.947	0.947
-0.316	0.947
0.947	-0.316
0.947	-0.947
-0.316	0.316
-0.947	-0.947
-0.316	-0.947
-0.316	-0.316
0.316	0.316
-0.947	0.947
0.947	-0.316
-0.947	0.947
-0.947	0.947
-0.316	0.316
